AOI,p1x,p1y,p2x,p2y,task
stimulus_mvp_Navigation,763.076923076923,892.0,1156.92307692308,959.692307692308,stimulus_mvp
stimulus_mvp_Delete,1436.30769230769,889.538461538462,1616.0,953.538461538462,stimulus_mvp
stimulus_mvp_Instruction,227.692307692308,496.923076923077,588.307692307692,610.153846153846,stimulus_mvp
stimulus_mvp_Settings,1318.15384615385,581.846153846154,1718.15384615385,685.230769230769,stimulus_mvp
stimulus_mvp_Events,763.076923076923,556.0,1161.84615384615,771.384615384615,stimulus_mvp
stimulus_mvp_Calendar detail,1324.30769230769,416.923076923077,1707.07692307692,568.307692307692,stimulus_mvp
stimulus_mvp_Registration link,1320.61538461538,693.846153846154,1715.69230769231,787.384615384615,stimulus_mvp
stimulus_mvp_Event,1310.76923076923,200.307692307692,1531.07692307692,291.384615384615,stimulus_mvp
stimulus_mvp_Time,1310.76923076923,300.0,1534.76923076923,391.076923076923,stimulus_mvp
stimulus_mvp_Details,1309.53846153846,136.307692307692,1712.0,192.923076923077,stimulus_mvp
stimulus_mvp_Sports,205.538461538462,622.461538461538,608.0,834.153846153846,stimulus_mvp
stimulus_mvp_Video,242.461538461538,133.846153846154,580.923076923077,479.692307692308,stimulus_mvp
stimulus_mvp_Tool bar,760.615384615385,143.692307692308,1160.61538461538,191.692307692308,stimulus_mvp
stimulus_mvp_Calendar,761.846153846154,197.846153846154,1158.15384615385,548.615384615385,stimulus_mvp
stimulus_app_Date,760.615384615385,516.615384615385,1156.92307692308,570.769230769231,stimulus_app
stimulus_app_Explanation,1314.46153846154,702.461538461538,1710.76923076923,828.0,stimulus_app
stimulus_app_Sport_Screen1,433.230769230769,935.076923076923,480.0,980.615384615385,stimulus_app
stimulus_app_Calendar_Screen1,327.384615384615,933.846153846154,376.615384615385,979.384615384615,stimulus_app
stimulus_app_Home_Screen1,230.153846153846,932.615384615385,272.0,979.384615384615,stimulus_app
stimulus_app_Account_Screen2,1090.46153846154,927.692307692308,1138.46153846154,979.384615384615,stimulus_app
stimulus_app_Instructions,205.538461538462,345.538461538462,600.615384615385,414.461538461539,stimulus_app
stimulus_app_Event,1328.0,410.769230769231,1704.61538461538,676.615384615385,stimulus_app
stimulus_app_Account_Screen3,1643.07692307692,928.923076923077,1696.0,979.384615384615,stimulus_app
stimulus_app_New event,206.769230769231,196.615384615385,599.384615384615,340.615384615385,stimulus_app
stimulus_app_Calendar_detail,760.615384615385,583.076923076923,1159.38461538462,919.076923076923,stimulus_app
stimulus_app_Sports,208.0,439.076923076923,600.615384615385,903.076923076923,stimulus_app
stimulus_app_Account_Screen1,535.384615384615,936.307692307692,585.846153846154,980.615384615385,stimulus_app
stimulus_app_Calendar_Screen2,877.538461538462,927.692307692308,931.692307692308,980.615384615385,stimulus_app
stimulus_app_Home_Screen2,779.076923076923,930.153846153846,832.0,978.153846153846,stimulus_app
stimulus_app_Calendar,782.769230769231,212.615384615385,1145.84615384615,484.615384615385,stimulus_app
stimulus_app_Sport_Screen2,989.538461538462,928.923076923077,1035.07692307692,980.615384615385,stimulus_app
stimulus_app_Sport_Screen3,1540.92307692308,931.384615384615,1592.61538461538,979.384615384615,stimulus_app
stimulus_app_Home_Screen3,1336.61538461538,931.384615384615,1383.38461538462,975.692307692308,stimulus_app
stimulus_app_Event image,1319.38461538462,185.538461538462,1704.61538461538,394.769230769231,stimulus_app
stimulus_app_Calendar_Screen3,1431.38461538462,928.923076923077,1485.53846153846,978.153846153846,stimulus_app
stimulus_app_Book now,1315.69230769231,839.076923076923,1710.76923076923,903.076923076923,stimulus_app
