Respondent,FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,SacID,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction,Paragraph1,Paragraph2,Paragraph3,Paragraph4,Paragraph5,Paragraph6,Text_Area,SubFigure1,SubFigure2,SubFigure3,Figure,Formula,Timestamp
Anonymous 14-11-22 09h35m,,,,,,,,1919.0,393241.3463,393266.325,24.9787,1.0786,74.5861,4298.5037,,97.0247,0,0,0,0,0,0,0,0,0,1,1,0,393245.5124
Anonymous 14-11-22 09h35m,1162.0,1717.0599,781.1515,393266.325,393441.3026,174.9776,0.4673,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,393270.4969
Anonymous 14-11-22 09h35m,,,,,,,,1920.0,393441.3026,393457.9772,16.6746,0.5196,40.785,1500.7496,,59.4208,0,0,0,0,0,0,0,0,0,1,1,0,393445.4682
Anonymous 14-11-22 09h35m,1163.0,1719.2207,844.7824,393457.9772,393666.3012,208.3239,0.4107,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,393470.4661
Anonymous 14-11-22 09h35m,,,,,,,,1921.0,393666.3012,393682.9601,16.659,1.211,75.9183,7091.3563,-1547.3377,256.4296,0,0,0,0,0,0,0,0,0,0,0,0,393670.4598
Anonymous 14-11-22 09h35m,1164.0,1713.1185,787.0552,393682.9601,393824.5922,141.632,0.3614,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,393703.8258
Anonymous 14-11-22 09h35m,,,,,,,,1922.0,393824.5922,393932.9276,108.3354,25.3422,580.055,23568.3981,-28334.0722,177.7887,0,0,0,0,0,1,1,0,0,0,0,0,393828.7597
Anonymous 14-11-22 09h35m,,,,,,,,1923.0,393941.3012,393957.9103,16.6091,2.2776,134.9968,13446.2184,,122.2756,0,0,0,0,0,1,1,0,0,0,0,0,393945.5175
Anonymous 14-11-22 09h35m,,,,,,,,1924.0,393966.2435,393982.9221,16.6787,1.6964,97.2168,10412.2252,-73.9546,277.5494,0,0,0,0,0,1,1,0,0,0,0,0,393970.4091
Anonymous 14-11-22 09h35m,1165.0,395.8482,864.7208,394041.2502,394199.5693,158.319,0.3643,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,394045.4139
Anonymous 14-11-22 09h35m,,,,,,,,1926.0,394199.5693,394241.2409,41.6716,7.6603,362.5143,16652.7442,-19817.1322,5.9296,0,0,0,0,0,1,1,0,0,0,0,0,394203.7275
Anonymous 14-11-22 09h35m,,,,,,,,1927.0,394266.2266,394282.8771,16.6504,0.3614,34.2652,939.2604,-471.6721,38.1572,0,0,0,0,0,1,1,0,0,0,0,0,394270.3858
Anonymous 14-11-22 09h35m,1166.0,827.2727,927.3636,394282.8771,394374.5418,91.6647,0.2155,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,394295.3729
Anonymous 14-11-22 09h35m,,,,,,,,1928.0,394374.5418,394449.5308,74.989,11.2664,244.5455,8992.7437,-13030.0336,188.4647,0,0,0,0,0,1,1,0,0,0,0,0,394378.7078
Anonymous 14-11-22 09h35m,1167.0,265.7067,829.4117,394449.5308,394599.5264,149.9956,0.2736,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,394470.4127
Anonymous 14-11-22 09h35m,,,,,,,,1929.0,394599.5264,394616.1796,16.6533,0.574,65.068,3508.58,,200.6744,0,0,0,0,0,1,1,0,0,0,0,0,394603.6888
Anonymous 14-11-22 09h35m,1168.0,193.3845,818.8084,394616.1796,394799.5016,183.322,0.3981,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,394620.3372
Anonymous 14-11-22 09h35m,,,,,,,,1930.0,394799.5016,394832.8396,33.338,2.3425,97.006,6817.1619,-4670.362,3.9794,0,0,0,0,0,1,1,0,0,0,0,0,394803.6517
Anonymous 14-11-22 09h35m,1169.0,326.892,791.0998,395046.361,395179.6909,133.3299,0.3332,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,395050.5027
Anonymous 14-11-22 09h35m,,,,,,,,1932.0,395179.6909,395196.3377,16.6468,0.6966,53.6083,4504.0078,,95.0425,0,0,0,0,0,0,1,0,0,0,0,0,395183.8614
Anonymous 14-11-22 09h35m,,,,,,,,1933.0,395204.6548,395221.3742,16.7194,0.5612,64.061,5891.5541,-1933.5105,24.7024,0,0,0,0,0,1,1,0,0,0,0,0,395217.2653
Anonymous 14-11-22 09h35m,,,,,,,,1934.0,395263.0095,395304.6653,41.6558,1.984,72.8469,4361.6241,-4353.4658,349.958,0,0,0,0,0,1,1,0,0,0,0,0,395267.1772
Anonymous 14-11-22 09h35m,,,,,,,,1935.0,395329.666,395354.673,25.0071,1.3241,77.8785,4406.4906,-3968.3098,237.5288,0,0,0,0,0,0,1,0,0,0,0,0,395333.8585
Anonymous 14-11-22 09h35m,1170.0,421.9953,791.3758,395354.673,395479.6778,125.0048,0.5343,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,395375.5045
Anonymous 14-11-22 09h35m,,,,,,,,1936.0,395479.6778,395488.0097,8.3319,,73.8026,6754.9905,,,0,0,0,0,0,1,1,0,0,0,0,0,395483.8987
Anonymous 14-11-22 09h35m,,,,,,,,1937.0,395496.3056,395504.6842,8.3787,,39.5122,1584.9292,,,0,0,0,0,0,1,1,0,0,0,0,0,395500.4904
Anonymous 14-11-22 09h35m,,,,,,,,1938.0,395529.6175,395537.95,8.3324,,36.1309,2086.8235,,,0,0,0,0,0,0,1,0,0,0,0,0,395533.7847
Anonymous 14-11-22 09h35m,,,,,,,,1939.0,395546.2956,395612.9463,66.6506,2.2782,112.9552,5799.7916,-1177.3549,353.7303,0,0,0,0,1,0,1,0,0,0,0,0,395550.4761
Anonymous 14-11-22 09h35m,1171.0,562.646,813.4298,395612.9463,395904.5935,291.6472,0.4996,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,395617.1096
Anonymous 14-11-22 09h35m,,,,,,,,1940.0,395904.5935,395946.2897,41.6962,1.5403,128.0617,7673.0337,-9945.8481,354.8397,0,0,0,0,0,1,1,0,0,0,0,0,395908.7502
Anonymous 14-11-22 09h35m,1172.0,623.5852,807.7887,395946.2897,396096.222,149.9324,0.3295,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,395950.488
Anonymous 14-11-22 09h35m,,,,,,,,1941.0,396096.222,396112.9365,16.7145,0.4986,36.128,1105.1883,,299.1676,0,0,0,0,0,0,1,0,0,0,0,0,396100.3874
Anonymous 14-11-22 09h35m,,,,,,,,1942.0,396129.5527,396187.8971,58.3444,1.822,115.3553,7339.5581,-8729.7667,5.7423,0,0,0,0,0,1,1,0,0,0,0,0,396133.7207
Anonymous 14-11-22 09h35m,,,,,,,,1943.0,396196.2279,396237.8899,41.662,0.7525,63.4352,3589.0867,-2212.4173,332.7447,0,0,0,0,0,1,1,0,0,0,0,0,396200.377
Anonymous 14-11-22 09h35m,1173.0,809.1667,821.2222,396237.8899,396312.9046,75.0147,0.2183,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,396242.0723
Anonymous 14-11-22 09h35m,,,,,,,,1945.0,396329.5582,396354.5458,24.9877,1.6833,100.3527,5421.8434,-6025.6747,223.7811,0,0,0,0,0,0,1,0,0,0,0,0,396333.7103
Anonymous 14-11-22 09h35m,,,,,,,,1946.0,396387.8557,396437.8803,50.0246,0.5523,73.0215,3415.1377,-3962.5939,93.1507,0,0,0,0,0,1,1,0,0,0,0,0,396400.4101
Anonymous 14-11-22 09h35m,,,,,,,,1947.0,396446.2108,396454.5628,8.352,,30.3866,1577.8674,,,0,0,0,0,0,1,1,0,0,0,0,0,396450.3758
Anonymous 14-11-22 09h35m,1174.0,836.6204,816.9999,396454.5628,396662.8293,208.2665,0.4807,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,396458.7498
Anonymous 14-11-22 09h35m,,,,,,,,1948.0,396662.8293,396671.1724,8.3431,,48.7875,3295.8998,,,0,0,0,0,0,1,1,0,0,0,0,0,396666.9916
Anonymous 14-11-22 09h35m,1175.0,900.1244,826.3413,396671.1724,396937.8052,266.6329,0.4865,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,396675.3531
Anonymous 14-11-22 09h35m,,,,,,,,1949.0,396937.8052,397012.7938,74.9885,14.2783,493.7605,33985.6519,-36667.7814,174.6517,0,0,0,0,0,1,1,0,0,0,0,0,396941.9753
Anonymous 14-11-22 09h35m,1176.0,205.4211,846.5885,397012.7938,397462.7623,449.9686,0.3185,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,397016.9546
Anonymous 14-11-22 09h35m,,,,,,,,1950.0,397462.7623,397512.7359,49.9735,3.0651,199.754,13038.3592,-4511.1157,25.5451,0,0,0,0,0,1,1,0,0,0,0,0,397466.9285
Anonymous 14-11-22 09h35m,,,,,,,,1951.0,397521.0967,397571.1003,50.0036,1.3966,107.3019,10852.4799,-8479.125,237.4649,0,0,0,0,0,1,1,0,0,0,0,0,397525.2918
Anonymous 14-11-22 09h35m,1177.0,336.2078,853.2686,397571.1003,397879.3723,308.272,0.4398,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,397575.3078
Anonymous 14-11-22 09h35m,,,,,,,,1952.0,397879.3723,397929.3792,50.007,1.0898,53.6299,2858.9103,-1261.3005,341.7337,0,0,0,0,0,1,1,0,0,0,0,0,397900.2027
Anonymous 14-11-22 09h35m,,,,,,,,1953.0,397937.7066,397946.0242,8.3175,,46.2607,4074.0507,,,0,0,0,0,0,1,1,0,0,0,0,0,397941.8531
Anonymous 14-11-22 09h35m,,,,,,,,1954.0,398004.3434,398054.355,50.0115,0.3904,130.2437,12807.2175,-8476.6297,8.9726,0,0,0,0,0,1,1,0,0,0,0,0,398008.5097
Anonymous 14-11-22 09h35m,,,,,,,,1955.0,398062.6874,398096.0175,33.3301,1.6519,154.3175,6826.3773,-1931.2068,320.352,0,0,0,0,0,1,1,0,0,0,0,0,398075.191
Anonymous 14-11-22 09h35m,,,,,,,,1956.0,398104.3596,398162.6625,58.3029,1.4849,360.8781,24919.1063,-33539.5435,167.3004,0,0,0,0,0,0,1,0,0,0,0,0,398116.8587
Anonymous 14-11-22 09h35m,,,,,,,,1957.0,398170.9918,398262.6472,91.6554,4.2838,341.9536,32225.9298,-22515.6013,332.4629,0,0,0,0,0,0,1,0,0,0,0,0,398175.1571
Anonymous 14-11-22 09h35m,,,,,,,,1958.0,398270.9926,398312.6456,41.653,2.7981,82.3094,5309.0975,-5388.2301,120.3607,0,0,0,0,0,0,1,0,0,0,0,0,398275.1721
Anonymous 14-11-22 09h35m,1178.0,560.2896,849.9947,398312.6456,398520.9866,208.341,0.3543,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,398325.1407
Anonymous 14-11-22 09h35m,,,,,,,,1959.0,398520.9866,398604.3213,83.3347,6.9507,258.6902,20425.0406,-25895.9858,187.0216,0,0,0,0,0,1,1,0,0,0,0,0,398533.4637
Anonymous 14-11-22 09h35m,1179.0,253.2471,826.7861,398604.3213,398704.2699,99.9485,0.4696,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,398616.8487
Anonymous 14-11-22 09h35m,,,,,,,,1961.0,398720.9624,398779.2791,58.3166,1.4327,90.9281,8430.7747,-4323.2342,202.0273,0,0,0,0,0,1,1,0,0,0,0,0,398725.1592
Anonymous 14-11-22 09h35m,1180.0,221.8313,812.8656,398779.2791,398954.2403,174.9612,0.401,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,398791.8256
Anonymous 14-11-22 09h35m,,,,,,,,1962.0,398954.2403,398970.9078,16.6675,0.7769,51.1711,4980.696,-1559.1261,29.5604,0,0,0,0,0,1,1,0,0,0,0,0,398958.406
Anonymous 14-11-22 09h35m,,,,,,,,1963.0,399029.2325,399087.5607,58.3283,1.111,77.9034,3091.2973,-2184.6065,6.3016,0,0,0,0,0,1,1,0,0,0,0,0,399050.0644
Anonymous 14-11-22 09h35m,1181.0,347.6413,828.7842,399087.5607,399187.55,99.9893,0.5869,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,399091.7281
Anonymous 14-11-22 09h35m,,,,,,,,1964.0,399187.55,399195.8822,8.3322,,63.9141,5344.6854,,,0,0,0,0,0,1,1,0,0,0,0,0,399191.7163
Anonymous 14-11-22 09h35m,,,,,,,,1965.0,399204.2135,399287.5764,83.3629,22.747,687.5743,59600.4882,-43494.6373,356.3686,0,0,0,0,0,0,1,0,0,0,0,0,399208.3789
Anonymous 14-11-22 09h35m,,,,,,,,1966.0,399304.2016,399362.5323,58.3307,1.5469,108.7971,11100.1153,-3581.0494,312.0981,0,0,0,0,0,0,0,0,1,0,1,0,399308.3685
Anonymous 14-11-22 09h35m,1182.0,1615.3652,718.9119,399362.5323,399520.8821,158.3497,0.5065,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,399366.6986
Anonymous 14-11-22 09h35m,,,,,,,,1967.0,399520.8821,399629.1819,108.2998,24.5409,531.5746,30943.4554,-29386.0518,175.0792,0,0,0,0,0,0,1,0,0,0,0,0,399525.0421
Anonymous 14-11-22 09h35m,1183.0,376.938,824.9367,399629.1819,399737.5056,108.3237,0.5308,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,399633.3307
Anonymous 14-11-22 09h35m,,,,,,,,1968.0,399737.5056,399745.8546,8.349,,33.3783,522.5189,,,0,0,0,0,0,1,1,0,0,0,0,0,399741.6895
Anonymous 14-11-22 09h35m,,,,,,,,1969.0,399762.5381,399787.4979,24.9598,2.5626,145.7221,9093.459,-7458.2624,170.759,0,0,0,0,0,1,1,0,0,0,0,0,399766.7105
Anonymous 14-11-22 09h35m,1184.0,255.9034,793.3748,399787.4979,400012.4822,224.9842,0.3283,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,399799.9818
Anonymous 14-11-22 09h35m,,,,,,,,1970.0,400012.4822,400020.8065,8.3244,,42.5773,1688.6583,,,0,0,0,0,0,1,1,0,0,0,0,0,400016.6595
Anonymous 14-11-22 09h35m,1185.0,207.6816,817.7603,400020.8065,400370.7564,349.9499,0.3685,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,400024.9536
Anonymous 14-11-22 09h35m,,,,,,,,1971.0,400370.7564,400479.0812,108.3248,30.8023,644.1071,39192.0382,-40919.6433,350.0935,0,0,0,0,0,0,1,0,0,0,0,0,400374.9181
Anonymous 14-11-22 09h35m,,,,,,,,1972.0,400487.4161,400495.7707,8.3546,,145.0653,14233.0717,,,0,0,0,0,0,0,0,0,0,1,1,0,400491.576
Anonymous 14-11-22 09h35m,,,,,,,,1973.0,400504.109,400512.4288,8.3198,,35.7962,2302.7782,,,0,0,0,0,0,0,0,0,0,1,1,0,400508.2525
Anonymous 14-11-22 09h35m,,,,,,,,1974.0,400520.768,400537.4227,16.6546,0.384,44.2241,4439.9454,-609.1658,161.5651,0,0,0,0,0,0,0,0,0,1,1,0,400524.931
Anonymous 14-11-22 09h35m,,,,,,,,1975.0,400554.0885,400579.0756,24.9871,0.832,69.0224,5989.4112,-2709.1397,161.5651,0,0,0,0,0,0,0,0,0,1,1,0,400558.2285
Anonymous 14-11-22 09h35m,,,,,,,,1976.0,400604.0897,400637.4463,33.3566,0.3824,41.6535,2353.7327,,327.9946,0,0,0,0,0,0,0,0,0,1,1,0,400608.2666
Anonymous 14-11-22 09h35m,,,,,,,,1977.0,400645.7375,400654.0963,8.3588,,41.8801,2517.4626,,,0,0,0,0,0,0,0,0,0,1,1,0,400649.8851
Anonymous 14-11-22 09h35m,1186.0,1766.25,547.875,400654.0963,400720.7411,66.6448,0.1552,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,400658.3075
Anonymous 14-11-22 09h35m,,,,,,,,1978.0,400720.7411,400745.759,25.018,1.2849,72.4454,4352.8739,-5049.313,209.4072,0,0,0,0,0,0,0,0,0,1,1,0,400724.9075
Anonymous 14-11-22 09h35m,1187.0,1687.705,513.7948,400745.759,400870.7209,124.9618,0.419,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,400749.9315
Anonymous 14-11-22 09h35m,,,,,,,,1979.0,400870.7209,400887.3632,16.6424,0.5193,63.5331,5442.6442,-2991.3866,303.0707,0,0,0,0,0,0,0,0,0,1,1,0,400874.8747
Anonymous 14-11-22 09h35m,1188.0,1706.7491,477.8682,400887.3632,401037.3657,150.0025,0.2448,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,400899.8936
Anonymous 14-11-22 09h35m,,,,,,,,1980.0,401037.3657,401079.0241,41.6584,3.3377,253.3264,13388.2522,,169.8143,0,0,0,0,0,0,0,0,0,1,1,0,401058.1918
Anonymous 14-11-22 09h35m,,,,,,,,1981.0,401245.66,401262.3213,16.6613,0.8588,52.1215,2902.5104,-1720.0415,276.789,0,0,0,0,0,0,1,0,0,0,0,0,401249.8199
Anonymous 14-11-22 09h35m,1189.0,276.6591,793.9318,401262.3213,401353.9751,91.6539,0.2066,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,401283.1799
Anonymous 14-11-22 09h35m,1190.0,281.4056,824.1816,401370.6412,401462.3425,91.7013,0.8762,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,401374.8042
Anonymous 14-11-22 09h35m,,,,,,,,1983.0,401462.3425,401478.9597,16.6172,0.6827,78.2168,8361.3085,-4663.0857,8.5518,0,0,0,0,0,1,1,0,0,0,0,0,401474.7943
Anonymous 14-11-22 09h35m,,,,,,,,1984.0,401487.2926,401504.0192,16.7266,0.4289,49.1503,2972.4374,-1167.0899,196.5044,0,0,0,0,0,1,1,0,0,0,0,0,401499.8783
Anonymous 14-11-22 09h35m,1191.0,348.0563,832.1739,401504.0192,401612.3115,108.2924,0.2422,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,401508.1601
Anonymous 14-11-22 09h35m,,,,,,,,1985.0,401612.3115,401653.9501,41.6386,2.1243,90.6118,5364.3022,-5647.1978,3.8141,0,0,0,0,0,1,1,0,0,0,0,0,401624.7785
Anonymous 14-11-22 09h35m,1192.0,445.2889,827.1892,401653.9501,401953.9141,299.964,0.4386,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,401683.1353
Anonymous 14-11-22 09h35m,,,,,,,,1986.0,401953.9141,401978.9091,24.995,0.5373,34.1814,1849.408,,340.4417,0,0,0,0,0,1,1,0,0,0,0,0,401974.7458
Anonymous 14-11-22 09h35m,1193.0,532.95,821.5643,401978.9091,402270.5545,291.6454,0.2935,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,401983.0724
Anonymous 14-11-22 09h35m,,,,,,,,1987.0,402270.5545,402278.876,8.3215,,80.3024,7823.9726,,,0,0,0,0,0,1,1,0,0,0,0,0,402274.7113
Anonymous 14-11-22 09h35m,,,,,,,,1988.0,402287.2165,402320.5512,33.3347,2.3069,147.0577,17139.5356,-6170.2233,6.2574,0,0,0,0,0,1,1,0,0,0,0,0,402299.7101
Anonymous 14-11-22 09h35m,1194.0,627.3732,823.9409,402320.5512,402395.5421,74.9909,0.4843,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,402324.7121
Anonymous 14-11-22 09h35m,,,,,,,,1989.0,402395.5421,402412.2027,16.6607,0.8531,63.4623,4201.61,-884.2841,172.5394,0,0,0,0,0,1,1,0,0,0,0,0,402399.703
Anonymous 14-11-22 09h35m,,,,,,,,1990.0,402420.5393,402437.1954,16.6561,1.218,68.8555,6546.492,,324.0771,0,0,0,0,0,0,1,0,0,0,0,0,402424.7009
Anonymous 14-11-22 09h35m,,,,,,,,1991.0,402445.5249,402537.2282,91.7033,2.1521,88.1918,9063.4917,-2900.7372,17.6733,0,0,0,0,0,1,1,0,0,0,0,0,402449.687
Anonymous 14-11-22 09h35m,1195.0,729.0934,822.8908,402537.2282,402678.8452,141.617,0.2646,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,402549.6833
Anonymous 14-11-22 09h35m,,,,,,,,1992.0,402678.8452,402712.1828,33.3377,0.8722,40.177,2050.437,-732.3221,24.4986,0,0,0,0,0,1,1,0,0,0,0,0,402682.9943
Anonymous 14-11-22 09h35m,,,,,,,,1993.0,402770.5197,402795.4866,24.9669,0.9614,57.2443,3097.6501,-1980.401,180.0,0,0,0,0,0,1,1,0,0,0,0,0,402774.689
Anonymous 14-11-22 09h35m,,,,,,,,1994.0,402828.8468,402853.8714,25.0246,1.3885,82.4046,5249.652,-4801.3305,6.2484,0,0,0,0,0,1,1,0,0,0,0,0,402833.0147
Anonymous 14-11-22 09h35m,1196.0,842.8514,827.6167,402853.8714,403237.1091,383.2377,0.3724,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,402874.6986
Anonymous 14-11-22 09h35m,,,,,,,,1995.0,403237.1091,403262.1068,24.9977,0.883,52.7127,3319.9458,-2207.0464,5.9061,0,0,0,0,0,1,1,0,0,0,0,0,403249.6038
Anonymous 14-11-22 09h35m,1197.0,897.5465,834.5524,403262.1068,403628.748,366.6413,0.2484,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,403274.6235
Anonymous 14-11-22 09h35m,,,,,,,,1996.0,403628.748,403695.401,66.653,14.0863,424.0579,33638.7226,-24639.4293,180.5507,0,0,0,0,0,1,1,0,0,0,0,0,403632.9066
Anonymous 14-11-22 09h35m,1198.0,184.6613,852.4597,403695.401,403953.7017,258.3006,0.3063,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,403699.5722
Anonymous 14-11-22 09h35m,,,,,,,,1997.0,403953.7017,403987.0582,33.3565,2.4253,95.0411,5515.141,-4640.4142,350.6939,0,0,0,0,0,1,1,0,0,0,0,0,403957.8509
Anonymous 14-11-22 09h35m,1199.0,333.5361,853.6623,403987.0582,404270.3531,283.295,0.2804,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,403999.5149
Anonymous 14-11-22 09h35m,,,,,,,,1998.0,404270.3531,404278.6509,8.2978,,43.5653,3304.413,,,0,0,0,0,0,1,1,0,0,0,0,0,404274.4838
Anonymous 14-11-22 09h35m,,,,,,,,2000.0,404353.6436,404386.9727,33.329,3.1783,129.6028,7672.7696,-7743.3999,358.1932,0,0,0,0,0,1,1,0,0,0,0,0,404357.8107
Anonymous 14-11-22 09h35m,1200.0,452.1164,845.0286,404386.9727,404795.2775,408.3048,0.4572,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,404399.5065
Anonymous 14-11-22 09h35m,,,,,,,,2001.0,404795.2775,404836.9673,41.6898,3.7331,151.0527,10028.2964,-4819.6763,0.3072,0,0,0,0,0,1,1,0,0,0,0,0,404799.4618
Anonymous 14-11-22 09h35m,,,,,,,,2002.0,404853.6191,404878.5908,24.9717,1.0872,63.8835,3175.243,-3517.9295,186.3402,0,0,0,0,0,1,1,0,0,0,0,0,404857.7705
Anonymous 14-11-22 09h35m,1201.0,562.5417,846.2748,404878.5908,405120.2296,241.6388,0.3491,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,404882.7516
Anonymous 14-11-22 09h35m,,,,,,,,2003.0,405120.2296,405136.9242,16.6946,2.839,178.7819,18689.9148,-2345.2721,5.0662,0,0,0,0,0,1,1,0,0,0,0,0,405124.396
Anonymous 14-11-22 09h35m,1202.0,723.8357,858.7248,405136.9242,405486.8583,349.9341,0.2953,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,405149.4461
Anonymous 14-11-22 09h35m,,,,,,,,2005.0,405553.5467,405595.191,41.6442,2.4662,136.6622,9159.7622,-6213.7153,182.8041,0,0,0,0,0,1,1,0,0,0,0,0,405557.7097
Anonymous 14-11-22 09h35m,1203.0,557.4622,852.5773,405595.191,405803.5101,208.3191,0.3346,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,405599.3752
Anonymous 14-11-22 09h35m,,,,,,,,2006.0,405803.5101,405836.837,33.3269,1.1596,60.635,3473.2346,-1814.1336,358.841,0,0,0,0,0,1,1,0,0,0,0,0,405824.3625
Anonymous 14-11-22 09h35m,,,,,,,,2007.0,405845.1525,405878.5461,33.3936,0.9856,47.5742,1166.2051,-1457.4506,178.2466,0,0,0,0,0,1,1,0,0,0,0,0,405849.3256
Anonymous 14-11-22 09h35m,,,,,,,,2008.0,405895.1742,405936.8211,41.6469,3.0041,104.8041,5554.9472,-5721.4911,359.4251,0,0,0,0,0,1,1,0,0,0,0,0,405899.3734
Anonymous 14-11-22 09h35m,1204.0,696.3505,856.2307,405936.8211,406178.4664,241.6453,0.2693,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,405949.3135
Anonymous 14-11-22 09h35m,,,,,,,,2009.0,406178.4664,406211.7922,33.3258,2.7136,126.8819,6963.1307,-4883.3873,358.0908,0,0,0,0,0,1,1,0,0,0,0,0,406182.6433
Anonymous 14-11-22 09h35m,1205.0,817.2361,855.3464,406211.7922,406453.4685,241.6762,0.2779,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,406224.2722
Anonymous 14-11-22 09h35m,,,,,,,,2010.0,406453.4685,406486.7654,33.2969,2.6017,135.1185,11476.7092,-2529.1397,6.438,0,0,0,0,0,1,1,0,0,0,0,0,406457.631
Anonymous 14-11-22 09h35m,1206.0,934.0758,855.6987,406486.7654,406770.0757,283.3102,0.179,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,406499.2992
Anonymous 14-11-22 09h35m,,,,,,,,2011.0,406770.0757,406786.7666,16.6909,0.6433,47.1333,3438.9979,-1392.0225,170.0958,0,0,0,0,0,1,1,0,0,0,0,0,406774.2371
Anonymous 14-11-22 09h35m,1207.0,875.8569,856.093,406786.7666,407011.7059,224.9394,0.2753,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,406799.2141
Anonymous 14-11-22 09h35m,,,,,,,,2012.0,407011.7059,407103.3433,91.6373,10.4351,247.0518,21519.6358,-24166.3334,208.8385,0,0,0,0,0,0,1,0,0,0,0,0,407024.1916
Anonymous 14-11-22 09h35m,,,,,,,,2013.0,407120.028,407178.3409,58.3128,3.1816,257.1597,14362.7936,-21925.8898,131.1689,0,0,0,0,1,0,1,0,0,0,0,0,407124.2014
Anonymous 14-11-22 09h35m,,,,,,,,2014.0,407195.0236,407211.6613,16.6377,1.1956,75.8637,7154.1693,-1540.2506,131.5936,0,0,0,0,0,0,1,0,0,0,0,0,407199.1948
Anonymous 14-11-22 09h35m,1208.0,238.6837,810.076,407211.6613,407503.3209,291.6597,0.2955,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,407224.1668
Anonymous 14-11-22 09h35m,,,,,,,,2015.0,407503.3209,407528.3093,24.9883,1.1042,62.247,3816.3226,-3022.6586,349.5085,0,0,0,0,0,1,1,0,0,0,0,0,407507.4865
Anonymous 14-11-22 09h35m,1209.0,331.326,806.5192,407528.3093,407728.3482,200.0389,0.3368,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,407532.4831
Anonymous 14-11-22 09h35m,,,,,,,,2016.0,407728.3482,407761.6109,33.2627,1.8482,72.2469,4330.2971,-4797.4757,353.7629,0,0,0,0,0,0,1,0,0,0,0,0,407732.5303
Anonymous 14-11-22 09h35m,1210.0,434.608,807.3376,407761.6109,408028.2414,266.6305,0.3467,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,407774.1019
Anonymous 14-11-22 09h35m,,,,,,,,2017.0,408028.2414,408078.2328,49.9914,2.37,97.2633,5187.2208,-4465.6192,358.7863,0,0,0,0,0,1,1,0,0,0,0,0,408032.4043
