Respondent,FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,SacID,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction,Paragraph1,Paragraph2,Paragraph3,Paragraph4,Paragraph5,Paragraph6,Text_Area,SubFigure1,SubFigure2,SubFigure3,Figure,Formula,Timestamp
Anonymous 14-11-22 09h35m,1.0,947.656,491.5955,133.1086,358.082,224.9734,0.3205,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,137.2724
Anonymous 14-11-22 09h35m,,,,,,,,1.0,358.082,433.0785,74.9965,5.6844,148.4457,9324.2426,-9634.6219,203.9321,0,0,0,1,0,0,1,0,0,0,0,0,362.246
Anonymous 14-11-22 09h35m,,,,,,,,2.0,474.7339,491.4003,16.6664,0.6259,59.9309,4718.1428,-1362.159,84.5597,0,0,0,0,0,0,1,0,0,0,0,0,478.899
Anonymous 14-11-22 09h35m,,,,,,,,3.0,516.3954,566.4076,50.0122,6.6098,200.9994,8268.0361,-10127.0766,225.0,0,0,0,0,0,0,1,0,0,0,0,0,520.561
Anonymous 14-11-22 09h35m,2.0,460.5417,172.5694,566.4076,716.4244,150.0168,0.1536,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,570.5892
Anonymous 14-11-22 09h35m,,,,,,,,4.0,716.4244,783.036,66.6117,4.2411,134.113,10094.7041,-10843.8199,174.144,0,0,0,0,0,0,1,0,0,0,0,0,720.5678
Anonymous 14-11-22 09h35m,3.0,214.2487,168.4102,783.036,899.6993,116.6633,0.3027,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,787.2013
Anonymous 14-11-22 09h35m,,,,,,,,5.0,899.6993,908.0385,8.3391,,33.4801,548.5719,,,1,0,0,0,0,0,1,0,0,0,0,0,903.8582
Anonymous 14-11-22 09h35m,4.0,210.2339,200.25,908.0385,1166.3355,258.2971,0.2904,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,912.2187
Anonymous 14-11-22 09h35m,,,,,,,,6.0,1166.3355,1182.9961,16.6606,1.2402,82.3883,8112.5181,,1.3748,1,0,0,0,0,0,1,0,0,0,0,0,1170.5093
Anonymous 14-11-22 09h35m,5.0,288.837,189.2826,1182.9961,1374.6494,191.6533,0.1624,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1187.1572
Anonymous 14-11-22 09h35m,,,,,,,,7.0,1374.6494,1407.9906,33.3412,1.9795,85.0271,4664.9193,-5594.2569,352.2348,1,0,0,0,0,0,1,0,0,0,0,0,1378.8122
Anonymous 14-11-22 09h35m,6.0,396.4622,175.6853,1407.9906,1574.659,166.6683,0.2688,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1412.1693
Anonymous 14-11-22 09h35m,,,,,,,,8.0,1574.659,1599.649,24.99,0.9634,91.2223,4325.8832,,175.5787,1,0,0,0,0,0,1,0,0,0,0,0,1587.1337
Anonymous 14-11-22 09h35m,7.0,295.625,193.5227,1599.649,1782.9502,183.3012,0.1752,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1603.8148
Anonymous 14-11-22 09h35m,,,,,,,,9.0,1782.9502,1807.9277,24.9775,1.4987,85.6867,4035.9492,-6627.2803,1.8965,1,0,0,0,0,0,1,0,0,0,0,0,1787.1255
Anonymous 14-11-22 09h35m,8.0,398.5002,188.5563,1807.9277,2132.9108,324.9831,0.2682,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1812.0979
Anonymous 14-11-22 09h35m,9.0,467.7623,192.7375,2141.233,2541.1908,399.9578,0.3268,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,2145.3946
Anonymous 14-11-22 09h35m,,,,,,,,11.0,2541.1908,2566.1939,25.003,1.1283,64.7877,4889.2942,-4108.7909,195.7388,1,0,0,0,0,0,1,0,0,0,0,0,2545.373
Anonymous 14-11-22 09h35m,10.0,425.2642,195.8624,2566.1939,2841.1489,274.9551,0.2628,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,2570.3373
Anonymous 14-11-22 09h35m,11.0,467.8528,191.0629,2849.4952,3049.4636,199.9684,0.2831,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,2853.6679
Anonymous 14-11-22 09h35m,,,,,,,,13.0,3049.4636,3082.8017,33.338,1.0327,50.3005,1796.4449,-1503.902,184.946,1,0,0,0,0,0,1,0,0,0,0,0,3053.6342
Anonymous 14-11-22 09h35m,12.0,408.2419,180.5568,3082.8017,3216.1236,133.3219,0.3158,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,3086.972
Anonymous 14-11-22 09h35m,,,,,,,,14.0,3216.1236,3232.7791,16.6555,0.4977,33.1933,3404.4228,-187.1611,265.4261,1,0,0,0,0,0,1,0,0,0,0,0,3220.2803
Anonymous 14-11-22 09h35m,13.0,382.6299,190.8588,3232.7791,3432.7467,199.9676,0.2717,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,3236.9638
Anonymous 14-11-22 09h35m,,,,,,,,15.0,3432.7467,3449.4102,16.6636,0.8549,54.6982,5878.4685,-412.6252,352.6262,1,0,0,0,0,0,1,0,0,0,0,0,3436.9079
Anonymous 14-11-22 09h35m,,,,,,,,16.0,3466.0907,3482.785,16.6944,0.8001,42.8623,3299.4229,,2.8624,1,0,0,0,0,0,1,0,0,0,0,0,3470.2552
Anonymous 14-11-22 09h35m,14.0,466.7905,194.2614,3482.785,3699.4096,216.6245,0.2322,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,3486.9453
Anonymous 14-11-22 09h35m,,,,,,,,17.0,3699.4096,3716.0764,16.6668,0.3522,40.1125,1008.8112,,317.2906,1,0,0,0,0,0,1,0,0,0,0,0,3703.5749
Anonymous 14-11-22 09h35m,15.0,507.4118,180.5882,3716.0764,3857.7348,141.6584,0.1864,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,3720.2094
Anonymous 14-11-22 09h35m,,,,,,,,18.0,3857.7348,3907.6912,49.9564,6.9219,258.2293,17445.4024,-15317.2715,174.077,1,0,0,0,0,0,1,0,0,0,0,0,3861.8702
Anonymous 14-11-22 09h35m,16.0,185.9256,239.09,3907.6912,4341.0048,433.3136,0.3011,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,3911.8614
Anonymous 14-11-22 09h35m,,,,,,,,19.0,4341.0048,4357.6885,16.6837,0.7854,56.0985,4494.9323,,17.7447,1,0,0,0,0,0,1,0,0,0,0,0,4345.1402
Anonymous 14-11-22 09h35m,17.0,240.5752,235.3912,4357.6885,4707.6316,349.9431,0.2433,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,4361.8466
Anonymous 14-11-22 09h35m,,,,,,,,20.0,4707.6316,4724.3006,16.669,0.6134,50.067,2694.1494,,261.6071,1,0,0,0,0,0,1,0,0,0,0,0,4711.7693
Anonymous 14-11-22 09h35m,18.0,218.0952,219.119,4724.3006,4899.2446,174.944,0.2264,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,4728.5021
Anonymous 14-11-22 09h35m,,,,,,,,21.0,4899.2446,4915.943,16.6983,0.6156,41.7652,2100.2631,-832.727,309.0939,1,0,0,0,0,0,1,0,0,0,0,0,4903.4103
Anonymous 14-11-22 09h35m,19.0,273.0435,229.7174,4915.943,5107.558,191.6151,0.1683,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,4920.0795
Anonymous 14-11-22 09h35m,,,,,,,,22.0,5107.558,5124.2192,16.6611,0.7124,49.5605,4001.6866,-1890.8559,351.9829,1,0,0,0,0,0,1,0,0,0,0,0,5111.726
Anonymous 14-11-22 09h35m,20.0,322.1406,219.3281,5124.2192,5390.8584,266.6392,0.1513,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,5128.3857
Anonymous 14-11-22 09h35m,,,,,,,,23.0,5390.8584,5407.5228,16.6644,1.1954,85.0976,7789.126,-17.4139,2.3859,1,0,0,0,0,0,1,0,0,0,0,0,5395.0241
Anonymous 14-11-22 09h35m,21.0,416.697,208.5794,5407.5228,5690.8259,283.3031,0.2579,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,5411.6914
Anonymous 14-11-22 09h35m,,,,,,,,24.0,5690.8259,5707.4889,16.663,0.9438,53.4903,5995.8186,-99.6224,39.0355,1,0,0,0,0,0,1,0,0,0,0,0,5694.9931
Anonymous 14-11-22 09h35m,22.0,456.5786,198.8958,5707.4889,5874.138,166.649,0.2271,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,5711.6559
Anonymous 14-11-22 09h35m,,,,,,,,25.0,5874.138,5924.1396,50.0017,5.0876,169.5254,11603.1953,-10857.0917,176.097,1,0,0,0,0,0,1,0,0,0,0,0,5878.3019
Anonymous 14-11-22 09h35m,23.0,177.1305,226.7388,5924.1396,6124.1102,199.9706,0.2401,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,5944.9725
Anonymous 14-11-22 09h35m,,,,,,,,26.0,6124.1102,6132.4486,8.3383,,37.5222,2648.5897,,,1,0,0,0,0,0,1,0,0,0,0,0,6128.2773
Anonymous 14-11-22 09h35m,,,,,,,,27.0,6149.1086,6157.4406,8.332,,32.9925,1005.2492,,,1,0,0,0,0,0,1,0,0,0,0,0,6153.278
Anonymous 14-11-22 09h35m,24.0,156.8947,247.0052,6157.4406,6524.0789,366.6384,0.2239,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,6161.6031
Anonymous 14-11-22 09h35m,,,,,,,,28.0,6524.0789,6557.3917,33.3128,4.4707,216.5924,10679.3467,-8529.5447,352.0506,1,0,0,0,0,0,1,0,0,0,0,0,6528.229
Anonymous 14-11-22 09h35m,25.0,431.6364,223.25,6557.3917,6649.0884,91.6967,0.1844,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,6561.5584
Anonymous 14-11-22 09h35m,26.0,463.6308,199.9458,6657.4325,6957.3621,299.9297,0.3247,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,6661.6042
Anonymous 14-11-22 09h35m,,,,,,,,30.0,6957.3621,7065.6955,108.3333,16.5755,680.9798,56019.7496,-35672.1581,7.6778,0,0,0,0,0,0,0,0,0,0,0,0,6961.5198
Anonymous 14-11-22 09h35m,27.0,1314.0,307.0,7065.6955,7132.3688,66.6733,0.1752,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,7078.1823
Anonymous 14-11-22 09h35m,,,,,,,,31.0,7132.3688,7165.6814,33.3126,0.4689,88.653,7177.3635,-6373.5579,166.5514,0,0,0,0,0,0,0,0,0,0,0,0,7136.5609
Anonymous 14-11-22 09h35m,28.0,1300.9653,340.2156,7165.6814,7232.3246,66.6432,0.2027,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,7178.1701
Anonymous 14-11-22 09h35m,,,,,,,,32.0,7232.3246,7257.3286,25.004,2.0873,123.6838,8318.7779,-10559.6038,260.4484,0,0,0,0,0,0,0,0,0,0,0,1,7236.4862
Anonymous 14-11-22 09h35m,,,,,,,,33.0,7265.6718,7282.3214,16.6496,0.4811,56.6721,3391.7179,-2804.4261,278.8807,0,0,0,0,0,0,0,0,0,0,0,1,7278.1591
Anonymous 14-11-22 09h35m,29.0,1297.7117,206.4969,7282.3214,7390.664,108.3427,0.2512,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,7286.4836
Anonymous 14-11-22 09h35m,,,,,,,,34.0,7390.664,7440.6303,49.9663,16.2839,678.8845,68786.96,-39553.5056,182.2505,0,0,0,0,0,0,0,0,0,0,0,0,7394.8306
Anonymous 14-11-22 09h35m,,,,,,,,35.0,7473.9587,7490.6475,16.6888,0.7659,46.1076,3531.0924,-208.336,94.4556,1,0,0,0,0,0,1,0,0,0,0,0,7478.1247
Anonymous 14-11-22 09h35m,30.0,412.6438,216.4617,7490.6475,7715.6331,224.9856,0.1982,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,7503.1443
Anonymous 14-11-22 09h35m,,,,,,,,36.0,7715.6331,7740.6179,24.9848,1.4891,85.5837,5070.3815,-5030.6785,47.1611,1,0,0,0,0,0,1,0,0,0,0,0,7719.7705
Anonymous 14-11-22 09h35m,,,,,,,,37.0,7748.9429,7765.5958,16.6529,0.498,40.7474,2929.1628,,246.5014,1,0,0,0,0,0,1,0,0,0,0,0,7753.1057
Anonymous 14-11-22 09h35m,31.0,451.85,222.7333,7765.5958,7890.5845,124.9888,0.2024,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,7769.7644
Anonymous 14-11-22 09h35m,,,,,,,,38.0,7890.5845,7932.2416,41.6571,1.9171,82.9871,5622.8169,-4556.1866,180.2969,1,0,0,0,0,0,1,0,0,0,0,0,7894.7562
Anonymous 14-11-22 09h35m,32.0,336.5295,225.7393,7932.2416,8157.2388,224.9971,0.2101,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,7936.4078
Anonymous 14-11-22 09h35m,,,,,,,,39.0,8157.2388,8182.2308,24.9921,0.6512,49.5428,1513.9027,,180.4374,1,0,0,0,0,0,1,0,0,0,0,0,8169.73
Anonymous 14-11-22 09h35m,33.0,255.8247,240.9143,8182.2308,8357.194,174.9631,0.2368,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,8186.3795
Anonymous 14-11-22 09h35m,,,,,,,,40.0,8357.194,8365.5262,8.3322,,30.9693,3111.5367,,,1,0,0,0,0,0,1,0,0,0,0,0,8361.3591
Anonymous 14-11-22 09h35m,34.0,222.6397,249.1103,8365.5262,8648.8309,283.3047,0.3048,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,8369.6933
Anonymous 14-11-22 09h35m,,,,,,,,41.0,8648.8309,8673.8276,24.9968,1.0259,58.0077,2682.4994,-2888.5017,352.1847,1,0,0,0,0,0,1,0,0,0,0,0,8652.9973
Anonymous 14-11-22 09h35m,35.0,281.0569,243.779,8673.8276,8907.1793,233.3516,0.2355,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,8677.9918
Anonymous 14-11-22 09h35m,,,,,,,,42.0,8907.1793,8932.1311,24.9518,0.905,51.993,2601.2397,-1739.4507,349.1861,1,0,0,0,0,0,1,0,0,0,0,0,8911.391
Anonymous 14-11-22 09h35m,36.0,340.0663,248.5271,8932.1311,9265.4259,333.2948,0.2208,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,8936.2966
Anonymous 14-11-22 09h35m,,,,,,,,43.0,9265.4259,9290.4401,25.0142,0.6864,39.0638,2145.1711,-645.9495,16.8584,1,0,0,0,0,0,1,0,0,0,0,0,9269.5943
Anonymous 14-11-22 09h35m,37.0,400.25,238.423,9290.4401,9623.783,333.3429,0.229,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,9294.5926
Anonymous 14-11-22 09h35m,,,,,,,,44.0,9623.783,9648.7474,24.9645,0.6873,39.9467,2659.7576,-733.9774,14.2373,1,0,0,0,0,0,1,0,0,0,0,0,9627.935
Anonymous 14-11-22 09h35m,38.0,465.9211,233.7268,9648.7474,9923.6878,274.9404,0.3807,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,9652.921
Anonymous 14-11-22 09h35m,,,,,,,,45.0,9923.6878,9932.0196,8.3318,,37.7304,1997.6907,,,1,0,0,0,0,0,1,0,0,0,0,0,9927.8547
Anonymous 14-11-22 09h35m,,,,,,,,46.0,9948.7097,9998.711,50.0012,6.9722,236.9224,11456.4951,-10527.9105,173.0165,1,0,0,0,0,0,1,0,0,0,0,0,9961.1937
Anonymous 14-11-22 09h35m,39.0,117.6128,271.0983,9998.711,10157.0108,158.2998,0.2986,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,10002.8489
Anonymous 14-11-22 09h35m,,,,,,,,47.0,10157.0108,10173.6777,16.6668,0.5706,59.6026,2444.7382,,337.4569,1,0,0,0,0,0,1,0,0,0,0,0,10161.1734
Anonymous 14-11-22 09h35m,40.0,193.9471,280.4383,10173.6777,10440.3427,266.665,0.3108,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,10177.8397
Anonymous 14-11-22 09h35m,,,,,,,,48.0,10440.3427,10457.0192,16.6765,1.0679,73.406,6548.4597,-435.5704,8.0544,1,0,0,0,0,0,1,0,0,0,0,0,10444.4873
Anonymous 14-11-22 09h35m,41.0,262.8195,277.1732,10457.0192,10806.9286,349.9095,0.3183,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,10461.1604
Anonymous 14-11-22 09h35m,,,,,,,,49.0,10806.9286,10815.2915,8.3628,,41.2404,2369.1521,,,1,0,0,0,0,0,1,0,0,0,0,0,10811.0903
Anonymous 14-11-22 09h35m,42.0,234.3001,274.3593,10815.2915,11031.9171,216.6257,0.3426,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,10819.4926
Anonymous 14-11-22 09h35m,,,,,,,,50.0,11031.9171,11048.6125,16.6953,0.6586,54.2531,3514.6319,-192.7787,11.3099,1,0,0,0,0,0,1,0,0,0,0,0,11036.0981
Anonymous 14-11-22 09h35m,43.0,303.962,256.4693,11048.6125,11323.5567,274.9443,0.2669,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,11052.8277
Anonymous 14-11-22 09h35m,,,,,,,,51.0,11323.5567,11331.9051,8.3484,,33.0567,619.3175,,,1,0,0,0,0,0,1,0,0,0,0,0,11327.721
Anonymous 14-11-22 09h35m,44.0,350.3275,264.5147,11331.9051,11640.2302,308.3251,0.2254,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,11336.0892
Anonymous 14-11-22 09h35m,,,,,,,,52.0,11640.2302,11656.8464,16.6162,0.3697,42.7138,3168.3586,-769.1156,348.3885,1,0,0,0,0,0,1,0,0,0,0,0,11652.6879
Anonymous 14-11-22 09h35m,45.0,401.5278,264.52,11656.8464,11890.1518,233.3054,0.2761,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,11661.0049
Anonymous 14-11-22 09h35m,,,,,,,,53.0,11890.1518,11915.1442,24.9924,1.0032,67.5186,3584.9188,,345.689,1,0,0,0,0,0,1,0,0,0,0,0,11894.3349
Anonymous 14-11-22 09h35m,46.0,493.5502,245.05,11915.1442,12123.4736,208.3294,0.3004,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,11919.2996
Anonymous 14-11-22 09h35m,,,,,,,,54.0,12123.4736,12131.8165,8.3428,,36.0776,1497.0978,,,1,0,0,0,0,0,1,0,0,0,0,0,12127.6062
Anonymous 14-11-22 09h35m,47.0,468.6471,258.5189,12131.8165,12348.4399,216.6235,0.3353,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,12136.0267
Anonymous 14-11-22 09h35m,,,,,,,,55.0,12348.4399,12381.7474,33.3075,5.5228,312.8802,24737.1778,-11543.4944,174.0233,1,0,0,0,0,0,1,0,0,0,0,0,12360.9279
Anonymous 14-11-22 09h35m,48.0,179.6628,290.745,12381.7474,12765.037,383.2896,0.2754,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,12385.9115
Anonymous 14-11-22 09h35m,,,,,,,,56.0,12765.037,12815.0427,50.0057,5.6894,168.3838,6325.3786,-5049.5022,355.2698,1,0,0,0,0,0,1,0,0,0,0,0,12769.2021
Anonymous 14-11-22 09h35m,,,,,,,,57.0,12823.3718,12831.7058,8.334,,49.2596,5317.5401,,,1,0,0,0,0,0,1,0,0,0,0,0,12827.5445
Anonymous 14-11-22 09h35m,49.0,454.6972,272.6149,12831.7058,13215.0279,383.3222,0.2822,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,12835.867
Anonymous 14-11-22 09h35m,,,,,,,,58.0,13215.0279,13248.3315,33.3036,4.1834,178.0591,9953.255,-11534.6081,176.3218,1,0,0,0,0,0,1,0,0,0,0,0,13219.1986
Anonymous 14-11-22 09h35m,50.0,205.018,298.3676,13248.3315,13523.2887,274.9572,0.3604,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,13260.8267
Anonymous 14-11-22 09h35m,,,,,,,,59.0,13523.2887,13548.3321,25.0433,0.8809,50.0921,2446.5286,-168.6925,342.8015,1,0,0,0,0,0,1,0,0,0,0,0,13527.4575
Anonymous 14-11-22 09h35m,51.0,280.5773,291.3734,13548.3321,14073.2283,524.8962,0.3536,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,13552.546
Anonymous 14-11-22 09h35m,,,,,,,,60.0,14073.2283,14089.9362,16.708,0.452,39.9711,2525.8694,-876.7196,345.9638,1,0,0,0,0,0,1,0,0,0,0,0,14077.3963
Anonymous 14-11-22 09h35m,52.0,337.291,288.2748,14089.9362,14381.5271,291.5909,0.2735,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,14102.395
Anonymous 14-11-22 09h35m,,,,,,,,61.0,14381.5271,14398.1927,16.6655,0.8729,61.3515,4170.3388,-1813.7354,21.3179,1,0,0,0,0,0,1,0,0,0,0,0,14385.6925
Anonymous 14-11-22 09h35m,53.0,405.9621,285.1374,14398.1927,14964.8177,566.625,0.3189,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,14402.3591
Anonymous 14-11-22 09h35m,,,,,,,,62.0,14964.8177,14981.4676,16.6499,0.5508,63.1446,4371.4227,-3512.937,195.6621,1,0,0,0,0,0,1,0,0,0,0,0,14977.3075
Anonymous 14-11-22 09h35m,54.0,328.192,287.6916,14981.4676,15373.086,391.6184,0.2708,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,14985.6277
Anonymous 14-11-22 09h35m,,,,,,,,63.0,15373.086,15381.4299,8.3439,,33.4645,2016.5162,,,1,0,0,0,0,0,1,0,0,0,0,0,15377.2543
Anonymous 14-11-22 09h35m,55.0,367.942,290.1707,15381.4299,15556.4348,175.0049,0.2653,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,15385.6054
Anonymous 14-11-22 09h35m,,,,,,,,64.0,15556.4348,15564.7573,8.3225,,43.9471,2285.8098,,,1,0,0,0,0,0,1,0,0,0,0,0,15560.6202
Anonymous 14-11-22 09h35m,56.0,426.0648,278.8702,15606.4395,15889.6897,283.2502,0.3465,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,15610.6133
Anonymous 14-11-22 09h35m,,,,,,,,66.0,15889.6897,15898.0408,8.3511,,40.8866,1553.1257,,,1,0,0,0,0,0,1,0,0,0,0,0,15893.8564
Anonymous 14-11-22 09h35m,57.0,472.7159,280.5,15898.0408,16264.679,366.6383,0.1986,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,15902.2251
Anonymous 14-11-22 09h35m,,,,,,,,67.0,16264.679,16306.3396,41.6606,5.1648,236.1349,13579.2467,-9696.7129,170.2848,1,0,0,0,0,0,1,0,0,0,0,0,16268.8393
Anonymous 14-11-22 09h35m,58.0,178.8178,318.0476,16306.3396,16681.3359,374.9963,0.2652,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,16310.5168
Anonymous 14-11-22 09h35m,,,,,,,,68.0,16681.3359,16697.9907,16.6548,1.2405,80.519,6725.8684,,88.1524,0,0,0,0,0,0,1,0,0,0,0,0,16685.5566
Anonymous 14-11-22 09h35m,,,,,,,,69.0,16706.3357,16722.9502,16.6145,0.6621,56.4488,3785.8389,-2821.9354,83.9458,0,0,1,0,0,0,1,0,0,0,0,0,16710.4649
Anonymous 14-11-22 09h35m,59.0,177.8127,431.8548,16722.9502,17039.5643,316.6141,0.3556,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,16727.1355
Anonymous 14-11-22 09h35m,,,,,,,,70.0,17039.5643,17072.894,33.3298,1.5643,59.7426,4775.7647,-255.9956,0.3649,0,0,1,0,0,0,1,0,0,0,0,0,17043.729
Anonymous 14-11-22 09h35m,60.0,268.9128,421.8264,17072.894,17289.5379,216.6438,0.231,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,17077.0624
Anonymous 14-11-22 09h35m,,,,,,,,71.0,17289.5379,17314.5327,24.9948,0.8748,53.0859,2798.3028,,358.0475,0,0,1,0,0,0,1,0,0,0,0,0,17293.7018
Anonymous 14-11-22 09h35m,61.0,355.7651,399.2613,17314.5327,17572.8372,258.3045,0.2923,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,17318.6988
Anonymous 14-11-22 09h35m,,,,,,,,72.0,17572.8372,17581.1688,8.3316,,35.4161,2986.8778,,,0,0,1,0,0,0,1,0,0,0,0,0,17577.0022
Anonymous 14-11-22 09h35m,,,,,,,,73.0,17589.501,17656.1604,66.6594,1.7978,73.459,4791.1661,-3687.2054,358.1014,0,0,1,0,0,0,1,0,0,0,0,0,17593.6666
Anonymous 14-11-22 09h35m,62.0,460.4172,406.1103,17656.1604,17931.1306,274.9702,0.3233,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,17660.3254
Anonymous 14-11-22 09h35m,,,,,,,,74.0,17931.1306,17972.7944,41.6637,5.0901,236.8832,16137.9865,-18590.5544,173.1661,0,0,1,0,0,0,1,0,0,0,0,0,17935.2971
Anonymous 14-11-22 09h35m,63.0,182.6512,445.4275,17972.7944,18464.4104,491.6161,0.3487,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,17985.2907
Anonymous 14-11-22 09h35m,,,,,,,,75.0,18464.4104,18539.4363,75.0259,5.1651,187.2637,12151.5357,-9889.7436,350.665,0,0,1,0,0,0,1,0,0,0,0,0,18468.5815
Anonymous 14-11-22 09h35m,64.0,453.3419,396.1057,18539.4363,18822.7558,283.3195,0.3715,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,18543.6426
Anonymous 14-11-22 09h35m,,,,,,,,76.0,18822.7558,18864.3688,41.613,5.6964,236.8468,11450.9732,-13118.7719,173.3952,0,0,1,0,0,0,1,0,0,0,0,0,18826.9128
Anonymous 14-11-22 09h35m,65.0,152.0402,448.2315,18864.3688,19106.0267,241.658,0.3052,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,18868.5414
Anonymous 14-11-22 09h35m,,,,,,,,77.0,19106.0267,19122.6718,16.6451,1.0035,63.8291,5753.3723,-2033.9076,346.2392,0,0,1,0,0,0,1,0,0,0,0,0,19110.1927
Anonymous 14-11-22 09h35m,66.0,222.5712,441.442,19122.6718,19464.302,341.6302,0.2422,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,19126.8383
Anonymous 14-11-22 09h35m,,,,,,,,78.0,19464.302,19514.2954,49.9934,1.0428,49.4831,2318.826,-1119.6123,343.9797,0,0,1,0,0,0,1,0,0,0,0,0,19468.4723
Anonymous 14-11-22 09h35m,,,,,,,,79.0,19522.6205,19539.3759,16.7554,0.1431,37.4171,949.5447,-792.3873,33.6901,0,0,1,0,0,0,1,0,0,0,0,0,19526.7856
Anonymous 14-11-22 09h35m,67.0,311.8801,439.8655,19539.3759,19814.2575,274.8816,0.2475,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,19543.5284
Anonymous 14-11-22 09h35m,,,,,,,,80.0,19814.2575,19830.9224,16.6649,0.6145,60.5178,4842.3928,,162.1497,0,0,1,0,0,0,1,0,0,0,0,0,19818.4215
Anonymous 14-11-22 09h35m,68.0,228.1555,439.1296,19830.9224,20014.2502,183.3278,0.345,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,19835.0895
Anonymous 14-11-22 09h35m,,,,,,,,81.0,20014.2502,20030.9055,16.6553,1.1967,60.7879,4183.5452,-1434.7999,96.6544,0,0,1,0,0,0,1,0,0,0,0,0,20018.4108
