AOI,p1x,p1y,p2x,p2y
Step_1,29.28725702,236.7602592,466.6522678,594.8164147
Step_2,498.1425486,235.5939525,941.3390929,597.1490281
Step_3,968.1641469,234.4276458,1414.859611,599.4816415
Step_4,1444.017279,234.4276458,1887.213823,602.9805616
Step_5,30.45356371,655.4643629,463.1533477,1010.021598
Step_6,496.9762419,654.2980562,942.5053996,1014.686825
Step_7,972.8293737,655.4643629,1414.859611,1015.853132
Step_8,1452.181425,655.4643629,1893.045356,1015.853132
